"Profil du recensement, Recensement de la population de 2021"
"Caractéristiques selon l'âge","    40 à 44 ans",,2399405,"",1175875,"",1223530,"",    6.5,"",    6.5,"",    6.5,"",
"Caractéristiques selon l'âge","    45 à 49 ans",,2304170,"",1129185,"",1174985,"",    6.2,"",    6.2,"",    6.3,"",
"Caractéristiques selon l'âge","    50 à 54 ans",,2368350,"",1161665,"",1206685,"",    6.4,"",    6.4,"",    6.4,"",
"Caractéristiques selon l'âge","    55 à 59 ans",,2647330,"",1299975,"",1347350,"",    7.2,"",    7.1,"",    7.2,"",
"Caractéristiques selon l'âge","    60 à 64 ans",,2571580,"",1253335,"",1318245,"",    7.0,"",    6.9,"",    7.0,"",
"Caractéristiques selon l'âge","  65 ans et plus",,7021430,"",3224680,"",3796750,"",   19.0,"",   17.7,"",   20.2,"",
"Caractéristiques selon l'âge","    65 à 69 ans",,2210970,"",1065305,"",1145665,"",    6.0,"",    5.8,"",    6.1,"",
"Caractéristiques selon l'âge","    70 à 74 ans",,1847585,"",879850,"",967735,"",    5.0,"",    4.8,"",    5.2,"",
"Caractéristiques selon l'âge","    75 à 79 ans",,1260930,"",589090,"",671845,"",    3.4,"",    3.2,"",    3.6,"",
"Caractéristiques selon l'âge","    80 à 84 ans",,840545,"",370905,"",469645,"",    2.3,"",    2.0,"",    2.5,"",
"Caractéristiques selon l'âge","    85 ans et plus",,861395,"",319540,"",541860,"",    2.3,"",    1.8,"",    2.9,"",
"Caractéristiques selon l'âge","      85 à 89 ans",,525445,"",212735,"",312705,"",    1.4,"",    1.2,"",    1.7,"",
"Caractéristiques selon l'âge","      90 à 94 ans",,258035,"", 87300,"",170735,"",    0.7,"",    0.5,"",    0.9,"",
"Caractéristiques selon l'âge","      95 à 99 ans",, 68380,"", 17670,"", 50715,"",    0.2,"",    0.1,"",    0.3,"",
"Caractéristiques selon l'âge","      100 ans et plus",,  9535,"",  1830,"",  7710,"",    0.0,"",    0.0,"",    0.0,"",
"Caractéristiques selon l'âge","Total - Répartition (%) de la population par grands groupes d'âge - Données intégrales (100 %)",,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Caractéristiques selon l'âge","  0 à 14 ans",,   16.3,"",   16.9,"",   15.6,"",   16.3,"",   16.9,"",   15.6,"",
"Caractéristiques selon l'âge","  15 à 64 ans",,   64.8,"",   65.4,"",   64.2,"",   64.8,"",   65.4,"",   64.2,"",
"Caractéristiques selon l'âge","  65 ans et plus",,   19.0,"",   17.7,"",   20.2,"",   19.0,"",   17.7,"",   20.2,"",
"Caractéristiques selon l'âge","    85 ans et plus",,    2.3,"",    1.8,"",    2.9,"",    2.3,"",    1.8,"",    2.9,"",
"Caractéristiques selon l'âge","Âge moyen de la population",,   41.9,"",   41.0,"",   42.8,"",   41.9,"",   41.0,"",   42.8,"",
"Caractéristiques selon l'âge","Âge médian de la population",,   41.6,"",   40.4,"",   42.8,"",   41.6,"",   40.4,"",   42.8,"",
"Caractéristiques des ménages et des logements","Total - Logements privés occupés par type de construction résidentielle - Données intégrales (100 %)",,14978940,"",,"...",,"...",  100.0,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  Maison individuelle non attenante",,7872310,"",,"...",,"...",   52.6,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  Maison jumelée",,746560,"",,"...",,"...",    5.0,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  Maison en rangée",,980110,"",,"...",,"...",    6.5,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  Appartement ou plain-pied dans un duplex",,821490,"",,"...",,"...",    5.5,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  Appartement dans un immeuble de moins de cinq étages",,2738020,"",,"...",,"...",   18.3,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  Appartement dans un immeuble de cinq étages ou plus",,1596155,"",,"...",,"...",   10.7,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  Autre maison individuelle attenante",, 34880,"",,"...",,"...",    0.2,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  Logement mobile",4,189420,"",,"...",,"...",    1.3,"",,"...",,"...",
"Caractéristiques des ménages et des logements","Total - Ménages privés selon la taille du ménage - Données intégrales (100 %)",,14978940,"",,"...",,"...",  100.0,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  1 personne",,4396015,"",,"...",,"...",   29.3,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  2 personnes",,5124800,"",,"...",,"...",   34.2,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  3 personnes",,2194825,"",,"...",,"...",   14.7,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  4 personnes",,2002455,"",,"...",,"...",   13.4,"",,"...",,"...",
"Caractéristiques des ménages et des logements","  5 personnes ou plus",,1260850,"",,"...",,"...",    8.4,"",,"...",,"...",
"Caractéristiques des ménages et des logements","Nombre de personnes dans les ménages privés",,36328475,"",17937230,"",18391245,"",  100.0,"",  100.0,"",  100.0,"",
"Caractéristiques des ménages et des logements","Taille moyenne des ménages privés",,    2.4,"",,"...",,"...",    2.4,"",,"...",,"...",
"État matrimonial","Total - État matrimonial pour la population totale âgée de 15 ans et plus - Données intégrales (100 %)",,30979185,"",15139730,"",15839460,"",  100.0,"",  100.0,"",  100.0,"",
"État matrimonial","  Marié ou vivant en union libre",,17626005,"",8813405,"",8812595,"",   56.9,"",   58.2,"",   55.6,"",
"État matrimonial","    Marié",,13725625,"",6859755,"",6865875,"",   44.3,"",   45.3,"",   43.3,"",
"État matrimonial","    Vivant en union libre",,3900375,"",1953650,"",1946725,"",   12.6,"",   12.9,"",   12.3,"",
"État matrimonial","      Vivant en union libre - Jamais marié",,2967665,"",1485985,"",1481685,"",    9.6,"",    9.8,"",    9.4,"",
"État matrimonial","      Vivant en union libre - Séparé",,123830,"", 65045,"", 58785,"",    0.4,"",    0.4,"",    0.4,"",
"État matrimonial","      Vivant en union libre - Divorcé",,721715,"",365760,"",355950,"",    2.3,"",    2.4,"",    2.2,"",
"État matrimonial","      Vivant en union libre - Veuf (veuve)",, 87165,"", 36860,"", 50300,"",    0.3,"",    0.2,"",    0.3,"",
"État matrimonial","  Non marié et ne vivant pas en union libre",,13353180,"",6326325,"",7026860,"",   43.1,"",   41.8,"",   44.4,"",
"État matrimonial","    Non marié et ne vivant pas en union libre - Jamais marié",,9025865,"",4881410,"",4144455,"",   29.1,"",   32.2,"",   26.2,"",
"État matrimonial","    Non marié et ne vivant pas en union libre - Séparé",,741135,"",319045,"",422090,"",    2.4,"",    2.1,"",    2.7,"",
"État matrimonial","    Non marié et ne vivant pas en union libre - Divorcé",,1921880,"",760425,"",1161460,"",    6.2,"",    5.0,"",    7.3,"",
"État matrimonial","    Non marié et ne vivant pas en union libre - Veuf (veuve)",,1664295,"",365440,"",1298855,"",    5.4,"",    2.4,"",    8.2,"",
"Caractéristiques de la famille","Total - Familles de recensement dans les ménages privés selon la taille de la famille - Données intégrales (100 %)",5,10262925,"",,"...",,"...",  100.0,"",,"...",,"...",
"Caractéristiques de la famille","  2 personnes",,5306105,"",,"...",,"...",   51.7,"",,"...",,"...",
"Caractéristiques de la famille","  3 personnes",,2147825,"",,"...",,"...",   20.9,"",,"...",,"...",
"Caractéristiques de la famille","  4 personnes",,1953035,"",,"...",,"...",   19.0,"",,"...",,"...",
"Caractéristiques de la famille","  5 personnes ou plus",,855960,"",,"...",,"...",    8.3,"",,"...",,"...",
"Caractéristiques de la famille","Taille moyenne des familles de recensement",,    2.9,"",,"...",,"...",    2.9,"",,"...",,"...",
"Caractéristiques de la famille","Nombre moyen d'enfants dans les familles de recensement avec enfants",6,    1.8,"",,"...",,"...",    1.8,"",,"...",,"...",
"Caractéristiques de la famille","Total - Familles de recensement dans les ménages privés - Données intégrales (100 %)",,10262925,"",,"...",,"...",  100.0,"",,"...",,"...",
"Caractéristiques de la famille","  Total des familles comptant un couple",,8576585,"",,"...",,"...",   83.6,"",,"...",,"...",
"Caractéristiques de la famille","    Couples mariés",,6627310,"",,"...",,"...",   64.6,"",,"...",,"...",
"Caractéristiques de la famille","      Avec enfants",6,3481775,"",,"...",,"...",   33.9,"",,"...",,"...",
"Caractéristiques de la famille","      Sans enfants",,3145535,"",,"...",,"...",   30.6,"",,"...",,"...",
"Caractéristiques de la famille","    Couples en union libre",,1949275,"",,"...",,"...",   19.0,"",,"...",,"...",
"Caractéristiques de la famille","      Avec enfants",6,808645,"",,"...",,"...",    7.9,"",,"...",,"...",
"Caractéristiques de la famille","      Sans enfants",,1140630,"",,"...",,"...",   11.1,"",,"...",,"...",
"Caractéristiques de la famille","  Total des familles monoparentales",,1686340,"",,"...",,"...",   16.4,"",,"...",,"...",
"Caractéristiques de la famille","    dans laquelle le parent est une femme+",,1302670,"",,"...",,"...",   12.7,"",,"...",,"...",
"Caractéristiques de la famille","    dans laquelle le parent est un homme+",,383670,"",,"...",,"...",    3.7,"",,"...",,"...",
"Caractéristiques de la famille","Total - Personnes dans les ménages privés - Données intégrales (100 %)",,36328475,"",17937230,"",18391245,"",  100.0,"",  100.0,"",  100.0,"",
"Caractéristiques de la famille","  Total - Personnes dans les familles de recensement",,29478475,"",14616850,"",14861625,"",   81.1,"",   81.5,"",   80.8,"",
"Caractéristiques de la famille","    Conjoints mariés ou de fait",,17153165,"",8577610,"",8575560,"",   47.2,"",   47.8,"",   46.6,"",
"Caractéristiques de la famille","    Parents dans les familles monoparentales",,1686340,"",383675,"",1302670,"",    4.6,"",    2.1,"",    7.1,"",
"Caractéristiques de la famille","    Enfants",6,10638965,"",5655570,"",4983400,"",   29.3,"",   31.5,"",   27.1,"",
"Caractéristiques de la famille","      Dans une famille biparentale",,8024590,"",4238785,"",3785805,"",   22.1,"",   23.6,"",   20.6,"",
"Caractéristiques de la famille","      Dans une famille monoparentale",,2614375,"",1416785,"",1197595,"",    7.2,"",    7.9,"",    6.5,"",
"Caractéristiques de la famille","  Total - Personnes hors famille de recensement dans les ménages privés - Données intégrales (100 %)",,6850005,"",3320385,"",3529620,"",   18.9,"",   18.5,"",   19.2,"",
"Caractéristiques de la famille","    Vivant seule",,4396015,"",2048495,"",2347520,"",   12.1,"",   11.4,"",   12.8,"",
"Caractéristiques de la famille","    Vivant avec d'autres personnes apparentées",7,927345,"",393085,"",534260,"",    2.6,"",    2.2,"",    2.9,"",
"Caractéristiques de la famille","    Vivant avec des personnes non apparentées seulement",,1526645,"",878800,"",647840,"",    4.2,"",    4.9,"",    3.5,"",
"Type de ménage","Total - Type de ménage - Données intégrales (100 %)",,14978945,"",,"...",,"...",  100.0,"",,"...",,"...",
"Type de ménage","  Ménages comptant une seule famille de recensement sans personnes additionnelles",,8932695,"",,"...",,"...",   59.6,"",,"...",,"...",
"Type de ménage","    Ménages familiaux comptant un couple",,7627195,"",,"...",,"...",   50.9,"",,"...",,"...",
"Type de ménage","      Avec enfants",6,3789795,"",,"...",,"...",   25.3,"",,"...",,"...",
"Type de ménage","      Sans enfants",,3837400,"",,"...",,"...",   25.6,"",,"...",,"...",
"Type de ménage","    Ménages familiaux monoparentaux",,1305500,"",,"...",,"...",    8.7,"",,"...",,"...",
"Type de ménage","  Ménages multigénérationnels",8,441745,"",,"...",,"...",    2.9,"",,"...",,"...",
"Type de ménage","  Ménages comptant plusieurs familles de recensement",9, 94235,"",,"...",,"...",    0.6,"",,"...",,"...",
"Type de ménage","  Ménages comptant une seule famille de recensement avec des personnes additionnelles",9,450415,"",,"...",,"...",    3.0,"",,"...",,"...",
"Type de ménage","  Ménages sans famille de recensement composés de deux personnes ou plus",,663835,"",,"...",,"...",    4.4,"",,"...",,"...",
"Type de ménage","  Ménages composés d'une seule personne",,4396015,"",,"...",,"...",   29.3,"",,"...",,"...",
"Revenu des particuliers en 2020","Total - Statistiques du revenu en 2020 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %)",10,30336135,"",14861555,"",15474575,"",  100.0,"",  100.0,"",  100.0,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires d'un revenu total âgés de 15 ans et plus dans les ménages privés en 2020 - Données intégrales (100 %)",,29241810,"",14316155,"",14925660,"",   96.4,"",   96.3,"",   96.5,"",
"Revenu des particuliers en 2020","    Revenu total médian en 2020 parmi les bénéficiaires ($)",, 41200,"", 46400,"", 36800,"", 41200,"", 46400,"", 36800,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires d'un revenu après impôt en 2020 âgés de 15 ans et plus dans les ménages privés en 2020 - Données intégrales (100 %)",,29256180,"",14323750,"",14932425,"",   96.4,"",   96.4,"",   96.5,"",
"Revenu des particuliers en 2020","    Revenu après impôt médian en 2020 parmi les bénéficiaires ($)",, 36800,"", 40800,"", 33600,"", 36800,"", 40800,"", 33600,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires d'un revenu du marché âgés de 15 ans et plus dans les ménages privés en 2020 - Données intégrales (100 %)",,26045500,"",13010250,"",13035250,"",   85.9,"",   87.5,"",   84.2,"",
"Revenu des particuliers en 2020","    Revenu du marché médian en 2020 parmi les bénéficiaires ($)",, 35200,"", 42400,"", 29200,"", 35200,"", 42400,"", 29200,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires d'un revenu d'emploi âgés de 15 ans et plus dans les ménages privés en 2020 - Données intégrales (100 %)",,21127615,"",10906485,"",10221130,"",   69.6,"",   73.4,"",   66.1,"",
"Revenu des particuliers en 2020","    Revenu d'emploi médian en 2020 parmi les bénéficiaires ($)",, 37200,"", 43200,"", 32000,"", 37200,"", 43200,"", 32000,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires de transferts gouvernementaux âgés de 15 ans et plus dans les ménages privés en 2020 - Données intégrales (100 %)",,25401740,"",12065555,"",13336180,"",   83.7,"",   81.2,"",   86.2,"",
"Revenu des particuliers en 2020","    Transferts gouvernementaux médians en 2020 parmi les bénéficiaires ($)",,  9800,"",  8500,"", 11000,"",  9800,"",  8500,"", 11000,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires de prestations de l'assurance emploi âgés de 15 ans et plus dans les ménages privés en 2020 - Données intégrales (100 %)",,3185840,"",1548250,"",1637590,"",   10.5,"",   10.4,"",   10.6,"",
"Revenu des particuliers en 2020","    Prestations de l'assurance emploi médianes en 2020 parmi les bénéficiaires ($)",,  5720,"",  5760,"",  5720,"",  5720,"",  5760,"",  5720,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires de COVID-19 prestations d'urgence et de relance économique âgés de 15 ans et plus dans les ménages privés en 2020 - Données intégrales (100 %)",,8373550,"",4140705,"",4232845,"",   27.6,"",   27.9,"",   27.4,"",
"Revenu des particuliers en 2020","    COVID-19 prestations d'urgence et de relance économique médianes en 2020 parmi les bénéficiaires ($)",,  8000,"",  8000,"",  8000,"",  8000,"",  8000,"",  8000,"",
"Revenu des particuliers en 2020","Total - Statistiques du revenu en 2020 pour la population âgée de 15 ans et plus dans les ménages privés - Données-échantillon (25 %)",11,30335920,"",14861245,"",15474670,"",  100.0,"",  100.0,"",  100.0,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires d'un revenu total âgés de 15 ans et plus dans les ménages privés en 2020 - Données-échantillon (25 %)",,29242935,"",14316595,"",14926335,"",   96.4,"",   96.3,"",   96.5,"",
"Revenu des particuliers en 2020","    Revenu total moyen en 2020 parmi les bénéficiaires ($)",, 54450,"", 62650,"", 46560,"", 54450,"", 62650,"", 46560,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires d'un revenu après impôt âgés de 15 ans et plus dans les ménages privés en 2020 - Données-échantillon (25 %)",,29257325,"",14324165,"",14933160,"",   96.4,"",   96.4,"",   96.5,"",
"Revenu des particuliers en 2020","    Revenu après impôt moyen en 2020 parmi les bénéficiaires ($)",, 44920,"", 50320,"", 39680,"", 44920,"", 50320,"", 39680,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires d'un revenu du marché âgés de 15 ans et plus dans les ménages privés en 2020 - Données-échantillon (25 %)",,26047020,"",13011765,"",13035250,"",   85.9,"",   87.6,"",   84.2,"",
"Revenu des particuliers en 2020","    Revenu du marché moyen en 2020 parmi les bénéficiaires ($)",, 50240,"", 59500,"", 41000,"", 50240,"", 59500,"", 41000,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires d'un revenu d'emploi âgés de 15 ans et plus dans les ménages privés en 2020 - Données-échantillon (25 %)",,21127690,"",10908965,"",10218725,"",   69.6,"",   73.4,"",   66.0,"",
"Revenu des particuliers en 2020","    Revenu d'emploi moyen en 2020 parmi les bénéficiaires ($)",, 50280,"", 58050,"", 42000,"", 50280,"", 58050,"", 42000,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires de transferts gouvernementaux âgés de 15 ans et plus dans les ménages privés en 2020 - Données-échantillon (25 %)",,25397565,"",12061765,"",13335800,"",   83.7,"",   81.2,"",   86.2,"",
"Revenu des particuliers en 2020","    Transferts gouvernementaux moyens en 2020 parmi les bénéficiaires ($)",, 11170,"", 10180,"", 12060,"", 11170,"", 10180,"", 12060,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires de prestations de l'assurance emploi âgés de 15 ans et plus dans les ménages privés en 2020 - Données-échantillon (25 %)",,3179395,"",1544580,"",1634815,"",   10.5,"",   10.4,"",   10.6,"",
"Revenu des particuliers en 2020","    Prestations de l'assurance emploi moyennes en 2020 parmi les bénéficiaires ($)",,  7050,"",  6710,"",  7370,"",  7050,"",  6710,"",  7370,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires de COVID-19 prestations d'urgence et de relance économique âgés de 15 ans et plus dans les ménages privés en 2020 - Données-échantillon (25 %)",,8346145,"",4128810,"",4217340,"",   27.5,"",   27.8,"",   27.3,"",
"Revenu des particuliers en 2020","    COVID-19 prestations d'urgence et de relance économique moyennes en 2020 parmi les bénéficiaires ($)",,  8920,"",  8740,"",  9100,"",  8920,"",  8740,"",  9100,"",
"Revenu des particuliers en 2020","Total - Statistiques du revenu d'emploi en 2020 pour la population âgée de 15 ans et plus dans les ménages privés - Données-échantillon (25 %)",12,30335920,"",14861250,"",15474670,"",  100.0,"",  100.0,"",  100.0,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires d'un revenu d'emploi en 2020 qui ont travaillé toute l'année à plein temps en 2020 - Données-échantillon (25 %)",13,9912810,"",5493720,"",4419090,"",   32.7,"",   37.0,"",   28.6,"",
"Revenu des particuliers en 2020","    Revenu d'emploi médian en 2020 pour les travailleurs qui ont travaillé toute l'année à plein temps en 2020 ($)",14, 63600,"", 69000,"", 58000,"", 63600,"", 69000,"", 58000,"",
"Revenu des particuliers en 2020","    Revenu d'emploi moyen en 2020 pour les travailleurs qui ont travaillé toute l'année à plein temps en 2020 ($)",15, 77200,"", 85400,"", 67000,"", 77200,"", 85400,"", 67000,"",
"Revenu des particuliers en 2020","  Nombre de bénéficiaires d'un revenu d'emploi en 2020 qui ont travaillé une partie de l'année et/ou à temps partiel en 2020 - Données-échantillon (25 %)",16,8426645,"",3988060,"",4438585,"",   27.8,"",   26.8,"",   28.7,"",
"Revenu des particuliers en 2020","    Revenu d'emploi médian en 2020 pour les travailleurs qui ont travaillé une partie de l'année et/ou à temps partiel en 2020 ($)",, 18400,"", 21000,"", 16600,"", 18400,"", 21000,"", 16600,"",
"Revenu des particuliers en 2020","    Revenu d'emploi moyen en 2020 pour les travailleurs qui ont travaillé une partie de l'année et/ou à temps partiel en 2020 ($)",, 29160,"", 33960,"", 24860,"", 29160,"", 33960,"", 24860,"",
"Revenu des particuliers en 2020","Composition du revenu total en 2020 de la population âgée de 15 ans et plus dans les ménages privés - Données-échantillon (25 %)",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Revenu des particuliers en 2020","  Revenu du marché (%)",18,   82.2,"",   86.4,"",   76.8,"",   82.2,"",   86.4,"",   76.8,"",
"Revenu des particuliers en 2020","    Revenu d'emploi (%)",19,   66.8,"",   70.6,"",   61.7,"",   66.8,"",   70.6,"",   61.7,"",
"Revenu des particuliers en 2020","  Transferts gouvernementaux (%)",20,   17.8,"",   13.7,"",   23.1,"",   17.8,"",   13.7,"",   23.1,"",
"Revenu des particuliers en 2020","    Prestations de l'assurance emploi (%)",,    1.4,"",    1.2,"",    1.7,"",    1.4,"",    1.2,"",    1.7,"",
"Revenu des particuliers en 2020","    COVID-19 - Prestations et soutien du revenu gouvernementaux (%)",,    5.4,"",    4.5,"",    6.6,"",    5.4,"",    4.5,"",    6.6,"",
"Revenu des particuliers en 2020","      COVID-19 - Prestations d'urgence et de relance économique (%)",,    4.7,"",    4.0,"",    5.5,"",    4.7,"",    4.0,"",    5.5,"",
"Revenu des particuliers en 2020","Tranches de revenu total en 2020 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %)",21,30336130,"",14861555,"",15474580,"",  100.0,"",  100.0,"",  100.0,"",
"Revenu des particuliers en 2020","  Sans revenu total",,1094320,"",545400,"",548915,"",    3.6,"",    3.7,"",    3.5,"",
"Revenu des particuliers en 2020","  Ayant un revenu total",,29241815,"",14316150,"",14925660,"",   96.4,"",   96.3,"",   96.5,"",
"Revenu des particuliers en 2020","    Moins de 10 000 $ (comprend les pertes)",,2434730,"",1058420,"",1376310,"",    8.3,"",    7.4,"",    9.2,"",
"Revenu des particuliers en 2020","    10 000 $ à 19 999 $",,3448185,"",1445240,"",2002945,"",   11.8,"",   10.1,"",   13.4,"",
"Revenu des particuliers en 2020","    20 000 $ à 29 999 $",,4635650,"",2018080,"",2617570,"",   15.9,"",   14.1,"",   17.5,"",
"Revenu des particuliers en 2020","    30 000 $ à 39 999 $",,3723680,"",1648300,"",2075375,"",   12.7,"",   11.5,"",   13.9,"",
"Revenu des particuliers en 2020","    40 000 $ à 49 999 $",,3290715,"",1529960,"",1760755,"",   11.3,"",   10.7,"",   11.8,"",
"Revenu des particuliers en 2020","    50 000 $ à 59 999 $",,2677465,"",1302135,"",1375330,"",    9.2,"",    9.1,"",    9.2,"",
"Revenu des particuliers en 2020","    60 000 $ à 69 999 $",,2073335,"",1086545,"",986795,"",    7.1,"",    7.6,"",    6.6,"",
"Revenu des particuliers en 2020","    70 000 $ à 79 999 $",,1592465,"",887985,"",704480,"",    5.4,"",    6.2,"",    4.7,"",
"Revenu des particuliers en 2020","    80 000 $ à 89 999 $",,1239395,"",708430,"",530965,"",    4.2,"",    4.9,"",    3.6,"",
"Revenu des particuliers en 2020","    90 000 $ à 99 999 $",,965950,"",553435,"",412510,"",    3.3,"",    3.9,"",    2.8,"",
"Revenu des particuliers en 2020","    100 000 $ et plus",,3160245,"",2077620,"",1082625,"",   10.8,"",   14.5,"",    7.3,"",
"Revenu des particuliers en 2020","      100 000 $ à 149 999 $",,2102630,"",1319110,"",783520,"",    7.2,"",    9.2,"",    5.2,"",
"Revenu des particuliers en 2020","      150 000 $ et plus",,1057615,"",758510,"",299105,"",    3.6,"",    5.3,"",    2.0,"",
"Revenu des particuliers en 2020","Total - Tranches de revenu après impôt en 2020 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %)",22,30336130,"",14861555,"",15474580,"",  100.0,"",  100.0,"",  100.0,"",
"Revenu des particuliers en 2020","  Sans revenu après impôt",,1079955,"",537800,"",542155,"",    3.6,"",    3.6,"",    3.5,"",
"Revenu des particuliers en 2020","  Ayant un revenu après impôt",,29256180,"",14323750,"",14932430,"",   96.4,"",   96.4,"",   96.5,"",
"Revenu des particuliers en 2020","    Moins de 10 000 $ (comprend les pertes)",,2561695,"",1100975,"",1460725,"",    8.8,"",    7.7,"",    9.8,"",
"Revenu des particuliers en 2020","    10 000 $ à 19 999 $",,3608250,"",1521395,"",2086855,"",   12.3,"",   10.6,"",   14.0,"",
"Revenu des particuliers en 2020","    20 000 $ à 29 999 $",,5294505,"",2321660,"",2972845,"",   18.1,"",   16.2,"",   19.9,"",
"Revenu des particuliers en 2020","    30 000 $ à 39 999 $",,4442970,"",2035725,"",2407250,"",   15.2,"",   14.2,"",   16.1,"",
"Revenu des particuliers en 2020","    40 000 $ à 49 999 $",,3798710,"",1839700,"",1959005,"",   13.0,"",   12.8,"",   13.1,"",
"Revenu des particuliers en 2020","    50 000 $ à 59 999 $",,2833120,"",1471200,"",1361920,"",    9.7,"",   10.3,"",    9.1,"",
"Revenu des particuliers en 2020","    60 000 $ à 69 999 $",,2020895,"",1114110,"",906790,"",    6.9,"",    7.8,"",    6.1,"",
"Revenu des particuliers en 2020","    70 000 $ à 79 999 $",,1428520,"",814645,"",613875,"",    4.9,"",    5.7,"",    4.1,"",
"Revenu des particuliers en 2020","    80 000 $ à 89 999 $",,1027015,"",592405,"",434605,"",    3.5,"",    4.1,"",    2.9,"",
"Revenu des particuliers en 2020","    90 000 $ à 99 999 $",,643700,"",402325,"",241380,"",    2.2,"",    2.8,"",    1.6,"",
"Revenu des particuliers en 2020","    100 000 $ et plus",,1596790,"",1109610,"",487185,"",    5.5,"",    7.7,"",    3.3,"",
"Revenu des particuliers en 2020","      100 000 $ à 124 999 $",,792455,"",530970,"",261490,"",    2.7,"",    3.7,"",    1.8,"",
"Revenu des particuliers en 2020","      125 000 $ et plus",,804335,"",578645,"",225695,"",    2.7,"",    4.0,"",    1.5,"",
